,Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
4418,Nachos with cheese and sour cream,Nachos with cheese and sour cream,58104090,0,76,0,21.75,24,21.0,3.9,55,1594,0.537,8.43,69,0.134,8.0,1.66,0.093,55.9,2.858,2.245,5.065,12.0,172,0.103,0.99,38,176,248,339,1.24,76,0.13,0.154,0.8,1.36,6.2
4419,Nachos with cheese,Nachos with cheese,58104120,0,2,2,34.91,3,26.4,3.2,9,1,0.63,4.32,5,0.133,8.6,2.17,0.123,37.4,14.02,5.04,2.173,21.5,63,0.064,0.75,42,198,362,313,0.86,5,0.07,0.215,1.1,4.08,19.3
4420,Nachos with meat and cheese,Nachos with meat and cheese,58104130,0,61,0,17.8,37,34.6,3.3,46,1339,1.771,13.52,46,0.141,12.0,1.05,0.088,54.25,3.897,1.934,4.91,12.51,141,0.105,1.47,36,191,274,385,2.63,52,0.76,0.216,0.6,1.13,5.5
4421,Nachos with chicken and cheese,Nachos with chicken and cheese,58104150,0,60,0,17.36,46,33.9,3.2,44,1306,2.562,14.17,47,0.144,12.9,1.02,0.094,57.02,2.642,2.022,3.581,9.69,135,0.1,1.01,37,203,269,371,1.43,52,0.18,0.191,0.6,1.19,5.0
4422,Nachos with chili,Nachos with chili,58104160,0,101,24,22.98,32,18.3,3.0,61,594,0.397,10.14,70,0.172,8.0,1.16,0.063,50.68,3.799,2.795,5.51,14.22,206,0.094,2.28,50,237,260,453,2.23,79,0.13,0.125,0.9,1.24,6.2
4423,Nachos with meat,"Nachos with meat, cheese, and sour cream",58104180,1,60,17,20.09,16,27.3,3.4,42,229,0.925,5.96,41,0.135,7.6,1.5,0.07,59.96,6.337,2.305,2.917,12.31,56,0.096,0.92,31,146,290,324,1.0,46,0.32,0.145,0.1,1.62,5.0
4424,Nachos with chicken,"Nachos with chicken, cheese, and sour cream",58104190,0,57,0,16.2,47,32.5,2.9,41,1188,2.338,13.11,54,0.146,12.1,1.24,0.087,58.48,2.819,1.911,4.176,10.56,132,0.093,0.92,34,192,256,340,1.33,58,0.19,0.177,0.6,1.12,4.7
4425,Gordita,"Gordita, sope, or chalupa with beans",58104260,0,39,0,23.62,5,15.0,3.4,33,659,1.456,6.03,15,0.128,9.8,1.66,0.155,60.81,2.365,2.244,2.32,7.7,93,0.108,1.67,32,152,226,434,0.74,18,0.05,0.104,2.6,0.6,7.4
4431,Chimichanga with meat,Chimichanga with meat,58104500,4,87,7,26.66,13,18.4,2.9,34,1664,2.488,8.82,11,0.177,14.1,2.64,0.194,50.6,3.874,3.028,3.688,11.55,122,0.107,2.38,26,163,230,636,1.15,19,0.27,0.12,2.5,0.88,10.0
4432,Chimichanga,"Chimichanga, meatless",58104520,0,35,0,24.92,4,14.3,3.1,25,676,1.73,6.58,9,0.147,11.6,2.03,0.173,58.08,2.6,2.375,2.696,8.33,106,0.104,2.06,27,142,220,535,0.62,12,0.04,0.084,2.6,0.54,7.7
4433,Chimichanga with chicken,Chimichanga with chicken,58104530,4,77,7,28.28,17,19.0,3.0,35,868,2.913,9.74,13,0.189,15.7,2.48,0.211,48.04,3.766,3.323,3.549,11.56,130,0.106,2.35,27,180,224,653,0.8,20,0.09,0.112,2.1,0.88,10.5
4434,Chimichanga with meat and sour cream,Chimichanga with meat and sour cream,58104535,5,104,8,27.12,23,17.4,2.3,39,1961,2.77,8.95,30,0.206,15.0,3.34,0.205,46.31,4.906,3.421,5.461,15.35,145,0.086,2.3,20,170,185,621,1.19,39,0.34,0.116,1.4,1.04,11.0
4436,Chimichanga with chicken and sour cream,Chimichanga with chicken and sour cream,58104550,4,71,7,25.79,22,19.3,2.7,32,775,2.612,8.98,26,0.189,14.4,2.62,0.191,50.35,3.906,3.062,4.369,12.61,128,0.097,2.1,25,170,215,615,0.76,32,0.1,0.105,2.0,0.83,9.5
4437,Quesadilla,"Quesadilla, just cheese, meatless",58104710,1,10,2,32.48,32,10.0,2.3,20,0,2.581,12.74,101,0.305,23.3,2.56,0.251,34.02,4.341,2.664,8.306,18.02,321,0.078,2.38,23,279,110,680,1.52,102,0.32,0.063,2.0,0.55,8.1
4439,Quesadilla with meat,Quesadilla with meat,58104730,1,9,2,29.02,37,17.8,2.0,18,0,3.147,14.49,91,0.298,24.5,2.29,0.232,37.04,4.191,2.416,7.704,16.82,288,0.079,2.38,23,275,137,649,1.97,92,0.49,0.124,1.8,0.52,7.4
4440,Quesadilla with chicken,Quesadilla with chicken,58104740,1,9,2,29.0,41,16.0,2.0,18,0,3.118,14.24,91,0.292,23.4,2.28,0.231,37.44,4.166,2.479,7.586,16.77,288,0.076,2.2,23,275,128,645,1.53,92,0.33,0.083,1.8,0.53,7.2
4442,Quesadilla with vegetables,Quesadilla with vegetables,58104750,2,94,23,29.37,28,9.7,2.2,112,0,2.363,11.42,90,0.279,20.7,2.67,0.227,40.72,3.843,2.372,7.36,15.98,286,0.076,2.18,22,251,127,603,1.38,99,0.29,0.077,7.4,0.57,10.9
4443,Quesadilla with vegetables and meat,Quesadilla with vegetables and meat,58104760,2,52,12,29.18,33,13.7,2.1,66,0,2.752,12.94,90,0.288,22.5,2.48,0.23,38.92,4.014,2.392,7.527,16.39,287,0.077,2.28,23,263,132,626,1.68,95,0.39,0.1,4.6,0.55,9.1
4444,Quesadilla with vegetables and chicken,Quesadilla with vegetables and chicken,58104770,2,52,12,29.17,35,12.8,2.1,66,0,2.737,12.82,91,0.285,22.0,2.48,0.229,39.12,4.001,2.424,7.468,16.36,287,0.076,2.19,23,263,127,623,1.46,96,0.31,0.08,4.6,0.55,9.1
4445,Taquito or flauta with cheese,Taquito or flauta with cheese,58104800,0,1,1,33.09,27,12.6,4.6,2,0,0.994,10.52,86,0.163,12.2,0.73,0.061,43.35,2.538,1.354,5.582,11.37,252,0.121,0.94,60,353,156,212,1.96,86,0.16,0.157,0.0,0.41,0.7
4446,Taquito or flauta with meat,Taquito or flauta with meat,58104820,1,103,36,33.46,11,18.9,2.8,119,413,3.537,9.4,25,0.309,15.4,1.66,0.331,42.45,5.127,4.187,2.621,12.79,97,0.102,2.67,24,137,174,456,1.05,35,0.28,0.179,0.0,1.25,22.0
4447,Taquito or flauta with meat and cheese,Taquito or flauta with meat and cheese,58104825,1,103,36,33.46,11,18.9,2.8,119,413,3.537,9.4,25,0.309,15.4,1.66,0.331,42.45,5.127,4.187,2.621,12.79,97,0.102,2.67,24,137,174,456,1.05,35,0.28,0.179,0.0,1.25,22.0
4448,Taquito or flauta with chicken,Taquito or flauta with chicken,58104830,1,63,26,33.63,13,15.9,2.9,111,133,3.85,9.21,23,0.277,16.7,1.3,0.331,42.74,4.835,4.235,2.31,12.54,104,0.1,2.47,24,132,155,453,0.71,30,0.18,0.14,0.0,1.13,16.9
4449,Taquito or flauta with chicken and cheese,Taquito or flauta with chicken and cheese,58104835,1,63,26,33.63,13,15.9,2.9,111,133,3.85,9.21,23,0.277,16.7,1.3,0.331,42.74,4.835,4.235,2.31,12.54,104,0.1,2.47,24,132,155,453,0.71,30,0.18,0.14,0.0,1.13,16.9
4450,Taquito or flauta with egg,Taquito or flauta with egg,58104900,0,17,2,27.02,114,71.3,2.0,155,371,2.428,10.61,81,0.322,23.6,2.33,0.267,47.36,3.61,2.67,4.927,12.77,178,0.082,2.45,19,219,128,576,1.08,82,0.32,0.094,0.1,0.67,6.7
4451,Taquito or flauta with egg and breakfast meat,Taquito or flauta with egg and breakfast meat,58104905,0,16,2,25.62,113,71.7,1.8,146,351,2.653,11.9,77,0.303,25.1,2.2,0.245,46.05,4.272,2.861,5.318,14.01,168,0.084,2.37,20,228,149,637,1.19,78,0.31,0.114,0.1,0.66,6.3
4452,Fajita with chicken and vegetables,Fajita with chicken and vegetables,58105000,3,158,31,14.73,36,24.6,1.5,58,911,3.297,9.67,15,0.146,12.0,2.76,0.148,66.92,2.28,1.554,2.385,7.23,56,0.063,1.18,17,129,198,426,0.66,30,0.12,0.157,13.3,0.65,5.2
4453,Fajita with meat and vegetables,Fajita with meat and vegetables,58105050,3,158,31,14.73,27,33.7,1.5,58,911,3.513,10.36,13,0.137,14.7,2.76,0.149,66.46,2.181,1.367,2.555,7.09,57,0.069,1.48,18,128,223,351,1.67,27,0.44,0.249,13.3,0.64,5.6
4454,Fajita with vegetables,Fajita with vegetables,58105075,4,277,62,15.84,15,10.7,1.8,189,924,1.644,5.44,32,0.175,7.9,3.43,0.143,68.27,2.462,1.442,3.909,8.71,129,0.076,1.16,17,122,187,401,0.61,58,0.1,0.137,22.2,0.7,6.2
4455,Pupusa,"Pupusa, cheese-filled",58105100,0,18,1,22.39,32,16.9,2.9,2,0,0.483,11.72,87,0.127,15.0,1.2,0.042,50.36,3.411,1.555,6.479,13.25,325,0.037,0.56,36,271,120,400,1.87,89,0.45,0.149,0.0,0.44,1.7
4458,Pizza,"Pizza, cheese, from frozen, thin crust",58106200,0,97,0,28.8,21,18.9,3.0,30,2013,1.283,11.91,64,0.127,21.4,3.71,0.103,46.01,3.028,1.695,5.698,11.07,228,0.091,2.14,24,215,201,471,1.49,72,0.62,0.13,0.1,0.74,4.2
4475,Pizza with cheese and extra vegetables,"Pizza with cheese and extra vegetables, thin crust",58106345,2,101,1,24.45,20,16.8,2.2,86,1450,2.211,9.63,46,0.139,15.4,3.32,0.159,52.55,3.065,2.263,4.652,10.87,216,0.134,1.84,20,223,192,586,1.25,55,0.41,0.078,7.2,1.08,7.8
4481,Pizza with pepperoni,"Pizza with pepperoni, from frozen, thin crust",58106512,0,92,0,27.52,25,20.3,2.9,29,1919,1.455,12.25,61,0.133,21.8,3.54,0.11,45.2,3.853,1.824,6.257,12.71,218,0.091,2.1,24,212,204,523,1.53,69,0.65,0.14,0.1,0.75,4.3
4492,Pizza with meat other than pepperoni,"Pizza with meat other than pepperoni, from frozen, thin crust",58106602,0,90,0,26.98,25,22.4,2.8,28,1876,1.586,12.34,61,0.135,21.3,3.56,0.117,46.34,3.612,1.918,5.933,12.1,213,0.09,2.08,24,210,208,491,1.55,69,0.65,0.145,0.1,0.74,3.9
4503,Pizza with extra meat,"Pizza with extra meat, thin crust",58106650,0,70,0,22.71,45,30.4,1.8,22,1450,3.733,15.77,48,0.173,21.0,2.7,0.195,42.24,5.348,2.919,6.827,16.43,212,0.093,1.65,23,268,232,728,2.01,54,0.77,0.143,2.2,1.09,7.5
4506,Pizza with meat and vegetables,"Pizza with meat and vegetables, from frozen, thin crust",58106700,0,88,0,25.14,16,24.5,2.2,55,1815,2.379,11.28,58,0.233,9.0,4.85,0.216,46.71,5.89,2.578,5.083,14.43,152,0.17,1.36,25,181,209,555,1.71,65,0.62,0.149,3.4,1.13,8.2
4512,Pizza with extra meat and extra vegetables,"Pizza with extra meat and extra vegetables, thin crust",58106736,1,84,0,22.19,31,23.8,2.0,61,1345,2.996,12.42,44,0.159,17.1,2.96,0.166,50.92,3.637,2.359,5.025,12.01,201,0.113,1.72,21,235,217,587,1.59,51,0.57,0.115,6.0,1.02,7.0
4515,Pizza with meat and fruit,"Pizza with meat and fruit, thin crust",58106750,0,76,0,25.29,28,23.6,2.0,22,1507,2.639,11.98,48,0.154,17.0,3.94,0.268,48.36,3.122,2.401,5.0,11.51,218,0.098,1.43,22,252,199,716,1.46,54,0.52,0.107,7.1,1.0,7.4
4518,Pizza with beans and vegetables,"Pizza with beans and vegetables, thin crust",58106820,0,84,0,25.45,19,19.6,3.3,243,1347,1.894,10.27,43,0.128,13.6,2.99,0.181,52.34,2.356,2.091,4.203,9.48,201,0.115,1.57,31,227,239,536,1.31,50,0.38,0.077,4.9,1.03,7.8
4522,White pizza,"White pizza, cheese, thin crust",58107205,0,0,0,27.63,24,12.5,1.1,24,0,2.423,12.4,73,0.313,16.9,2.97,0.254,43.98,5.668,1.489,5.139,13.67,272,0.075,1.91,24,215,135,521,1.45,73,0.3,0.096,0.3,1.07,5.1
4530,Calzone,"Calzone, with cheese, meatless",58108000,0,37,0,29.15,57,19.5,1.3,22,0,2.295,17.41,183,0.416,28.2,0.37,0.343,28.0,6.788,3.188,9.559,22.33,389,0.078,1.8,24,314,126,672,2.31,186,0.45,0.068,0.0,1.16,9.4
4532,Pizza rolls,Pizza rolls,58108050,7,198,0,53.39,6,13.5,1.3,4,6186,1.966,9.19,47,0.201,12.7,3.94,0.17,24.06,4.052,3.003,2.625,10.5,132,0.138,1.9,21,144,317,631,0.77,63,0.27,0.066,0.0,1.67,4.8
4545,Breakfast pizza with egg,Breakfast pizza with egg,58109210,0,0,1,25.6,77,49.1,1.1,99,0,2.75,14.05,76,0.328,22.1,2.88,0.267,43.46,6.288,1.918,4.882,14.44,237,0.085,2.12,23,228,133,596,1.63,76,0.38,0.116,0.0,1.18,4.9
4546,Egg roll,"Egg roll, meatless",58110110,169,467,0,30.02,0,13.9,2.3,141,9,2.38,5.62,0,0.231,10.5,5.63,0.264,48.38,4.877,6.331,2.109,14.14,47,0.091,1.86,22,68,210,463,0.43,46,0.0,0.09,6.3,1.6,46.1
4550,Roll with meat and/or shrimp,"Roll with meat and/or shrimp, vegetables and rice paper, not fried",58110200,912,2239,3,17.12,22,24.9,2.1,163,0,1.791,5.53,10,0.07,8.0,3.91,0.071,72.7,1.238,0.58,0.458,2.63,35,0.126,0.63,33,87,219,389,0.6,234,0.19,0.184,7.6,0.72,28.7
4551,Wonton,"Wonton, fried, filled with meat, poultry, or seafood,",58111110,0,48,0,14.05,18,55.5,1.5,22,0,2.366,8.76,1,0.134,18.7,2.92,0.388,63.96,4.882,3.007,2.548,11.13,30,0.036,0.79,22,134,301,467,1.77,5,0.28,0.262,8.8,0.88,64.4
4554,Puffs,"Puffs, fried, crab meat and cream cheese filled",58111200,0,34,1,35.05,67,33.0,1.2,72,0,2.2,9.32,112,0.298,24.8,3.56,0.233,37.58,4.436,1.92,7.386,15.22,50,0.08,2.06,27,185,137,823,0.64,114,0.26,0.086,0.6,0.76,9.5
4556,Tamale casserole,"Tamale casserole, Puerto Rican style",58115110,14,154,25,10.83,23,22.8,1.5,324,387,1.965,6.91,1,0.107,6.1,2.03,0.143,71.24,5.126,0.672,2.928,9.78,22,0.066,1.48,15,76,194,274,1.54,15,0.52,0.136,9.3,0.97,4.5
4557,Tamal in a leaf,"Tamal in a leaf, Puerto Rican style",58115150,12,86,35,11.46,52,58.2,1.5,242,1157,2.248,9.41,25,0.205,13.2,5.51,0.173,69.17,4.529,1.231,1.9,8.24,25,0.096,0.95,26,130,315,289,1.54,34,0.34,0.203,6.5,1.05,7.0
4558,Taco with crab meat,"Taco with crab meat, Puerto Rican style",58115210,14,103,1,16.54,60,45.7,1.2,223,1965,2.168,12.06,43,0.192,23.3,1.17,0.134,57.27,5.14,1.302,3.939,11.53,124,0.33,1.4,26,177,222,718,2.02,53,1.24,0.136,9.0,1.62,6.6
4559,Meat turnover,"Meat turnover, Puerto Rican style",58116110,2,30,2,21.62,73,57.5,1.1,91,565,2.933,11.89,21,0.269,23.8,1.62,0.317,51.64,5.621,3.878,3.024,13.37,20,0.086,1.72,18,125,196,354,1.14,23,0.32,0.202,6.5,1.25,9.7
4564,Cheese turnover,"Cheese turnover, Puerto Rican style",58116310,0,0,0,36.92,34,14.0,1.3,7,0,2.512,9.84,67,0.303,22.0,0.2,0.282,24.7,9.4,3.593,10.028,25.23,261,0.077,2.42,17,187,67,762,1.13,67,0.12,0.03,0.0,0.73,5.3
4565,Cornmeal fritter,"Cornmeal fritter, Puerto Rican style",58117110,14,38,0,20.76,20,4.5,1.0,352,0,1.157,6.76,54,0.166,5.7,0.52,0.108,52.91,6.359,4.663,5.682,17.46,149,0.046,1.28,15,120,63,563,0.83,57,0.1,0.054,0.0,1.3,12.7
4566,Cornmeal stick,"Cornmeal stick, Puerto Rican style",58117210,32,59,0,48.38,10,6.3,2.4,838,0,2.717,6.92,28,0.249,8.0,1.03,0.251,22.09,8.116,7.352,4.598,20.97,80,0.059,2.75,23,110,100,414,0.75,35,0.05,0.106,0.0,2.02,19.6
4567,Kibby,"Kibby, Puerto Rican style",58117310,0,3,0,17.99,24,24.5,3.1,45,0,2.312,8.76,1,0.079,5.8,0.8,0.056,63.89,3.089,0.302,2.673,7.2,22,0.106,1.25,44,121,206,558,1.89,1,0.55,0.141,0.9,0.08,1.9
4568,Codfish fritter,"Codfish fritter, Puerto Rican style",58117410,0,0,0,35.98,32,49.4,1.3,7,0,3.096,15.3,1,0.233,31.4,0.14,0.289,39.81,2.973,3.141,1.073,7.62,83,0.089,2.41,23,250,192,190,0.56,1,0.99,0.091,0.5,1.21,8.3
4569,Hayacas,"Hayacas, Puerto Rican style",58117510,21,127,1,9.36,37,30.8,1.1,86,202,1.268,5.83,10,0.107,8.9,3.38,0.132,73.06,3.406,4.937,1.787,10.83,19,0.061,0.92,13,72,174,176,0.62,22,0.16,0.149,9.8,1.53,2.3
4570,Cornmeal coconut dessert,"Cornmeal coconut dessert, Puerto Rican style",58118210,7,11,0,27.66,0,8.2,2.3,179,0,1.161,2.82,0,0.045,6.6,16.3,0.073,47.78,0.91,0.323,18.009,20.54,14,0.236,1.94,35,97,241,219,0.65,1,0.0,0.047,1.9,0.14,0.1
4576,Gnocchi,"Gnocchi, cheese",58122210,0,49,1,9.27,64,36.8,0.2,64,0,0.493,8.48,126,0.18,14.8,0.16,0.067,69.05,4.472,2.178,4.334,11.86,170,0.038,0.79,11,146,81,265,1.01,130,0.3,0.037,0.0,0.84,7.0
4578,Kishke,"Kishke, stuffed derma",58122250,0,1,0,35.1,35,31.7,1.6,9,0,2.313,4.72,0,0.197,14.8,1.1,0.28,25.84,13.654,1.486,16.297,33.02,13,0.073,2.06,12,53,82,401,0.34,0,0.0,0.044,1.3,0.91,0.5
4579,Knish,"Knish, potato",58122310,0,128,2,33.81,85,63.0,1.5,121,0,2.414,7.59,198,0.278,20.0,0.62,0.263,36.86,9.368,5.872,4.197,20.32,22,0.112,2.25,17,99,155,365,0.64,209,0.18,0.12,1.5,2.15,20.4
4582,Sweet bread dough,"Sweet bread dough, filled with meat, steamed",58123110,0,0,0,39.38,21,28.4,1.2,7,0,3.592,10.94,0,0.265,22.2,5.86,0.492,40.14,3.102,1.359,2.327,7.38,139,0.081,2.46,18,152,150,354,0.89,0,0.17,0.149,0.3,0.24,1.6
4587,Spanakopitta,Spanakopitta,58124250,0,2256,1,10.5,77,42.5,1.3,4916,0,0.974,7.51,98,0.32,12.0,0.4,0.114,64.42,5.798,1.12,7.167,15.26,163,0.09,2.02,42,132,300,405,1.07,286,0.25,0.149,8.8,1.69,212.6
4589,Quiche with meat,"Quiche with meat, poultry or fish",58125110,0,37,2,11.76,148,70.5,0.7,105,0,2.253,15.8,228,0.279,22.8,1.94,0.153,39.14,9.988,2.698,15.512,30.7,235,0.064,1.06,20,260,179,575,1.87,231,0.71,0.149,0.4,0.8,2.9
4590,Spinach quiche,"Spinach quiche, meatless",58125120,0,1384,2,11.61,123,57.7,1.2,3024,0,0.77,10.55,210,0.271,14.2,1.91,0.079,52.26,7.036,1.671,12.671,23.53,243,0.079,1.57,35,199,243,313,1.43,325,0.5,0.108,4.0,1.22,131.1
4591,Cheese quiche,"Cheese quiche, meatless",58125180,0,43,3,13.33,154,65.8,0.8,121,0,0.746,12.26,262,0.282,17.4,2.25,0.077,43.1,8.805,2.037,15.84,29.32,271,0.056,1.06,18,233,118,366,1.62,266,0.62,0.077,0.5,0.85,3.3
4592,Turnover filled with ground beef and cabbage,Turnover filled with ground beef and cabbage,58126000,7,9,0,29.83,20,23.1,1.8,13,0,3.438,10.29,1,0.239,17.3,1.06,0.313,50.39,3.451,1.315,2.559,8.25,25,0.083,2.41,17,99,172,262,1.75,2,0.6,0.147,6.6,0.31,19.9
4599,Turnover filled with meat and vegetable,"Turnover filled with meat and vegetable, no potatoes, no gravy",58126170,202,520,0,22.85,29,32.8,1.3,190,0,2.613,10.66,0,0.177,15.7,0.93,0.21,46.48,7.72,4.12,5.413,18.77,14,0.092,2.07,14,83,130,362,1.97,52,0.58,0.112,4.9,1.06,10.3
4607,Vegetables in pastry,Vegetables in pastry,58127110,5,54,0,21.1,6,20.6,3.1,102,0,2.215,6.55,23,0.339,9.4,2.63,0.17,48.15,13.013,3.591,5.206,22.94,82,0.254,1.74,50,136,254,139,0.86,28,0.06,0.073,6.0,4.58,15.0
4608,Vegetables and cheese in pastry,Vegetables and cheese in pastry,58127150,4,50,0,19.61,13,20.3,2.8,94,0,2.042,7.89,46,0.347,10.9,2.45,0.159,47.23,12.567,3.398,6.326,23.83,132,0.236,1.62,48,162,240,180,1.09,51,0.14,0.073,5.5,4.27,14.0
4609,Croissant sandwich,"Croissant sandwich, filled with broccoli and cheese",58127200,3,112,0,25.92,42,12.1,1.2,169,0,1.513,7.1,129,0.239,13.3,4.58,0.188,49.82,3.748,0.664,9.262,15.32,135,0.051,1.32,14,125,105,453,0.88,138,0.17,0.046,6.0,0.62,14.5
4611,Croissant sandwich with sausage and egg,Croissant sandwich with sausage and egg,58127270,0,34,2,21.29,171,84.4,1.2,97,0,2.752,12.66,144,0.299,22.1,5.75,0.266,42.66,7.32,2.467,9.349,21.44,35,0.074,1.95,15,155,189,451,1.48,148,0.62,0.133,1.0,0.89,3.3
4612,Croissant sandwich with bacon and egg,Croissant sandwich with bacon and egg,58127290,0,44,3,22.09,225,105.5,1.2,134,0,2.245,13.46,168,0.36,25.7,5.87,0.274,42.01,6.783,2.024,9.318,20.47,43,0.077,2.15,17,195,172,442,1.4,172,0.63,0.167,1.5,0.85,4.7
4613,Croissant sandwich with ham,"Croissant sandwich with ham, egg, and cheese",58127310,0,29,3,18.98,140,104.7,0.9,144,0,2.1,12.45,144,0.2,17.9,5.42,0.34,51.14,4.738,1.485,5.161,14.95,95,0.083,1.4,17,221,179,711,1.43,146,0.66,0.15,0.1,0.76,2.1
4614,Croissant sandwich with sausage,"Croissant sandwich with sausage, egg, and cheese",58127330,0,29,8,15.9,123,84.0,1.8,336,0,2.754,12.09,170,0.37,24.8,3.12,0.237,48.1,7.838,4.212,8.342,21.78,90,0.07,1.65,17,138,158,577,1.14,173,0.51,0.159,0.1,1.54,1.8
4615,Croissant sandwich with bacon,"Croissant sandwich with bacon, egg, and cheese",58127350,0,35,4,22.5,170,126.1,1.0,196,0,2.007,12.92,173,0.296,26.6,4.8,0.227,45.83,5.753,1.989,7.031,16.4,146,0.072,1.55,17,217,160,602,1.31,176,0.64,0.09,0.1,0.97,2.8
4616,Vegetable submarine sandwich,"Vegetable submarine sandwich, with fat free spread",58127500,15,122,1,22.98,0,8.8,1.5,122,335,1.586,3.88,0,0.119,9.9,5.37,0.212,69.74,0.604,0.692,0.424,1.97,67,0.072,1.58,14,49,136,386,0.36,11,0.07,0.075,10.6,0.36,8.1
4618,Biscuit with gravy,Biscuit with gravy,58128000,0,34,0,17.02,16,14.7,0.8,0,0,1.917,6.17,70,0.201,8.7,3.88,0.178,60.36,4.491,2.596,6.314,14.67,80,0.048,1.01,12,205,151,451,0.65,73,0.3,0.058,0.0,0.74,6.2
4619,Chicken cornbread,Chicken cornbread,58128110,6,37,1,9.34,108,67.6,0.4,232,0,3.585,13.81,66,0.183,16.0,0.27,0.079,67.33,3.575,1.922,1.899,8.14,18,0.052,1.06,16,141,153,460,0.95,69,0.27,0.145,0.0,0.78,4.4
4620,Cornmeal dressing with chicken or turkey and vegetables,Cornmeal dressing with chicken or turkey and vegetables,58128120,6,104,2,19.15,93,48.0,1.2,184,2,2.046,7.58,385,0.295,15.8,3.48,0.12,56.64,6.208,4.238,3.097,14.36,101,0.093,2.41,15,122,145,560,1.03,394,1.64,0.13,3.2,1.42,23.2
4621,Dressing with oysters,Dressing with oysters,58128210,0,136,0,18.37,10,24.2,1.2,80,0,1.836,4.96,88,0.113,12.6,2.62,0.148,64.02,4.692,3.465,2.142,10.75,96,0.726,2.44,18,67,136,510,10.02,100,1.95,0.071,1.8,1.34,32.5
4622,Dressing with chicken or turkey and vegetables,Dressing with chicken or turkey and vegetables,58128220,1,87,1,20.94,72,38.9,1.4,51,2,2.784,8.22,338,0.262,18.6,2.72,0.19,57.8,4.686,3.355,2.529,11.17,99,0.113,2.6,17,96,127,518,1.06,345,1.42,0.124,2.9,1.01,18.0
4623,Dressing with meat and vegetables,Dressing with meat and vegetables,58128250,0,63,0,20.33,21,26.1,1.3,44,0,3.149,7.96,49,0.156,13.4,2.96,0.256,54.92,6.3,3.766,4.053,14.56,93,0.074,1.97,17,82,158,643,0.94,54,0.24,0.132,1.2,0.9,13.0
4624,Lasagna with meat,Lasagna with meat,58130011,8,249,2,16.17,16,17.2,1.6,197,3764,1.602,7.45,20,0.056,16.6,3.33,0.056,69.78,1.798,0.402,2.322,4.97,82,0.097,0.73,20,115,207,390,0.89,42,0.83,0.139,4.4,0.98,6.6
4629,Lasagna with meat and spinach,Lasagna with meat and spinach,58130020,0,259,0,13.8,41,21.4,1.1,417,2970,1.94,13.33,82,0.231,19.7,2.16,0.087,59.93,2.915,0.761,5.438,10.77,263,0.075,1.01,26,237,212,413,2.06,103,0.59,0.134,1.4,0.91,19.6
4630,Lasagna with chicken or turkey,Lasagna with chicken or turkey,58130140,0,94,0,14.02,43,19.4,1.0,56,3042,2.341,13.74,86,0.234,21.1,2.2,0.089,59.84,2.569,1.023,5.177,10.36,267,0.08,0.85,25,247,198,387,1.78,93,0.48,0.157,0.8,0.86,4.5
4631,Lasagna,"Lasagna, with chicken or turkey, and spinach",58130150,0,259,0,13.8,42,19.6,1.1,417,2970,2.307,13.51,84,0.234,20.6,2.16,0.09,60.51,2.509,1.004,5.058,10.13,263,0.083,0.91,27,243,211,381,1.75,105,0.46,0.159,1.4,0.91,19.5
4634,Ravioli,"Ravioli, NS as to filling, no sauce",58131100,1,2,2,19.66,93,60.1,0.7,93,0,2.124,10.18,51,0.259,18.0,0.24,0.17,62.16,2.407,0.596,2.936,6.76,64,0.06,1.82,14,124,135,288,1.52,52,0.62,0.107,0.1,0.27,0.7
4649,Manicotti,"Manicotti, cheese-filled, no sauce",58133110,0,2,1,20.17,75,40.0,0.6,66,0,1.21,10.3,101,0.318,17.2,0.52,0.157,58.31,2.286,0.67,5.014,9.13,203,0.045,1.28,18,188,151,445,1.06,101,0.56,0.081,0.0,0.36,0.8
4653,Stuffed shells,"Stuffed shells, cheese-filled, no sauce",58134110,0,2,1,21.94,78,43.6,0.7,76,0,1.361,9.82,94,0.32,17.7,0.55,0.175,57.94,2.124,0.682,4.48,8.32,175,0.049,1.44,17,174,145,431,0.98,94,0.52,0.081,0.0,0.36,0.7
4659,Tortellini,"Tortellini, meat-filled, with tomato sauce",58134610,0,63,1,15.83,40,34.6,1.0,39,2635,1.927,6.43,31,0.141,18.2,1.27,0.208,70.61,1.87,1.03,1.416,4.98,38,0.089,1.19,19,91,123,618,0.81,37,0.2,0.093,1.5,0.65,3.2
